Order No,Company Name,Order Date,Year,Quarter,Product Name,Category Name,Price,Quantity,Total
10351,Ernst Handel,12/12/2017,2017,4,Louisiana Fiery Hot Pepper Sauce,Condiments,16.8,10,168
10351,Ernst Handel,12/12/2017,2017,4,Jack's New England Clam Chowder,Seafood,7.7,13,100.1
10352,Furia Bacalhau e Frutos do Mar,12/13/2017,2017,4,Tourtière,Meat/Poultry,5.9,20,118
10352,Furia Bacalhau e Frutos do Mar,12/13/2017,2017,4,Guaraná Fantástica,Beverages,3.6,10,36
10353,Piccolo und mehr,12/14/2017,2017,4,Côte de Blaye,Beverages,210.8,50,10540
10353,Piccolo und mehr,12/14/2017,2017,4,Queso Cabrales,Dairy Products,16.8,12,201.6
10354,Pericles Comidas clásicas,12/15/2017,2017,4,Thüringer Rostbratwurst,Meat/Poultry,99,4,396
10354,Pericles Comidas clásicas,12/15/2017,2017,4,Chai,Beverages,14.4,12,172.8
10355,Around the Horn,12/16/2017,2017,4,Ravioli Angelo,Grains/Cereals,15.6,25,390
10355,Around the Horn,12/16/2017,2017,4,Guaraná Fantástica,Beverages,3.6,25,90
10356,Die Wandernde Kuh,12/19/2017,2017,4,Gudbrandsdalsost,Dairy Products,28.8,20,576
10356,Die Wandernde Kuh,12/19/2017,2017,4,Gorgonzola Telino,Dairy Products,10,30,300
10356,Die Wandernde Kuh,12/19/2017,2017,4,Pâté chinois,Meat/Poultry,19.2,12,230.4
10357,LILA-Supermercado,12/20/2017,2017,4,Ikura,Seafood,24.8,30,744
10357,LILA-Supermercado,12/20/2017,2017,4,Gumbär Gummibärchen,Confections,24.9,16,398.4
10357,LILA-Supermercado,12/20/2017,2017,4,Camembert Pierrot,Dairy Products,27.2,8,217.6
10358,La maison d'Asie,12/21/2017,2017,4,Inlagd Sill,Seafood,15.2,20,304
10358,La maison d'Asie,12/21/2017,2017,4,Sasquatch Ale,Beverages,11.2,10,112
10358,La maison d'Asie,12/21/2017,2017,4,Guaraná Fantástica,Beverages,3.6,10,36
10359,Seven Seas Imports,12/22/2017,2017,4,Camembert Pierrot,Dairy Products,27.2,80,2176
10359,Seven Seas Imports,12/22/2017,2017,4,Pavlova,Confections,13.9,56,778.4
10359,Seven Seas Imports,12/22/2017,2017,4,Gorgonzola Telino,Dairy Products,10,70,700
10360,Blondel père et fils,12/23/2017,2017,4,Thüringer Rostbratwurst,Meat/Poultry,99,35,3465
10360,Blondel père et fils,12/23/2017,2017,4,Côte de Blaye,Beverages,210.8,10,2108
10360,Blondel père et fils,12/23/2017,2017,4,Rössle Sauerkraut,Produce,36.4,30,1092
10360,Blondel père et fils,12/23/2017,2017,4,Maxilaku,Confections,16,35,560
10360,Blondel père et fils,12/23/2017,2017,4,Tourtière,Meat/Poultry,5.9,28,165.2
10361,QUICK-Stop,12/23/2017,2017,4,Camembert Pierrot,Dairy Products,27.2,55,1496
10361,QUICK-Stop,12/23/2017,2017,4,Chartreuse verte,Beverages,14.4,54,777.6
10362,Bon app',12/26/2017,2017,4,Manjimup Dried Apples,Produce,42.4,20,848
10362,Bon app',12/26/2017,2017,4,NuNuCa Nuß-Nougat-Creme,Confections,11.2,50,560
10362,Bon app',12/26/2017,2017,4,Tourtière,Meat/Poultry,5.9,24,141.6
10363,Drachenblut Delikatessen,12/27/2017,2017,4,Gorgonzola Telino,Dairy Products,10,20,200
10363,Drachenblut Delikatessen,12/27/2017,2017,4,Lakkalikööri,Beverages,14.4,12,172.8
10363,Drachenblut Delikatessen,12/27/2017,2017,4,Rhönbräu Klosterbier,Beverages,6.2,12,74.4
10364,Eastern Connection,12/27/2017,2017,4,Gudbrandsdalsost,Dairy Products,28.8,30,864
10364,Eastern Connection,12/27/2017,2017,4,Fløtemysost,Dairy Products,17.2,5,86
10365,Antonio Moreno Taquería,12/28/2017,2017,4,Queso Cabrales,Dairy Products,16.8,24,403.2
10366,Galería del gastrónomo,12/29/2017,2017,4,Louisiana Fiery Hot Pepper Sauce,Condiments,16.8,5,84
10366,Galería del gastrónomo,12/29/2017,2017,4,Original Frankfurter grüne Soße,Condiments,10.4,5,52
10367,Vaffeljernet,12/29/2017,2017,4,Sasquatch Ale,Beverages,11.2,36,403.2
10367,Vaffeljernet,12/29/2017,2017,4,Louisiana Fiery Hot Pepper Sauce,Condiments,16.8,15,252
10367,Vaffeljernet,12/29/2017,2017,4,Tourtière,Meat/Poultry,5.9,18,106.2
10367,Vaffeljernet,12/29/2017,2017,4,Original Frankfurter grüne Soße,Condiments,10.4,7,72.8
10368,Ernst Handel,12/30/2017,2017,4,Wimmers gute Semmelknödel,Grains/Cereals,26.6,35,931
10368,Ernst Handel,12/30/2017,2017,4,Rössle Sauerkraut,Produce,36.4,13,473.2
10368,Ernst Handel,12/30/2017,2017,4,Ravioli Angelo,Grains/Cereals,15.6,25,390
10368,Ernst Handel,12/30/2017,2017,4,Sir Rodney's Scones,Confections,8,5,40
10369,Split Rail Beer & Ale,1/2/2018,2018,1,Thüringer Rostbratwurst,Meat/Poultry,99,20,1980
10369,Split Rail Beer & Ale,1/2/2018,2018,1,Gnocchi di nonna Alice,Grains/Cereals,30.4,18,547.2
10370,Chop-suey Chinese,1/3/2018,2018,1,Wimmers gute Semmelknödel,Grains/Cereals,26.6,30,798
10370,Chop-suey Chinese,1/3/2018,2018,1,Chai,Beverages,14.4,15,216
10370,Chop-suey Chinese,1/3/2018,2018,1,Longlife Tofu,Produce,8,20,160
10371,La maison d'Asie,1/3/2018,2018,1,Inlagd Sill,Seafood,15.2,6,91.2
10372,Queen Cozinha,1/4/2018,2018,1,Côte de Blaye,Beverages,210.8,40,8432
10372,Queen Cozinha,1/4/2018,2018,1,Camembert Pierrot,Dairy Products,27.2,70,1904
10372,Queen Cozinha,1/4/2018,2018,1,Mozzarella di Giovanni,Dairy Products,27.8,42,1167.6
10372,Queen Cozinha,1/4/2018,2018,1,Sir Rodney's Marmalade,Confections,64.8,12,777.6
10373,Hungry Owl All-Night Grocers,1/5/2018,2018,1,Fløtemysost,Dairy Products,17.2,50,860
10373,Hungry Owl All-Night Grocers,1/5/2018,2018,1,Escargots de Bourgogne,Seafood,10.6,80,848
10374,Wolski  Zajazd,1/5/2018,2018,1,Gorgonzola Telino,Dairy Products,10,30,300
10374,Wolski  Zajazd,1/5/2018,2018,1,Escargots de Bourgogne,Seafood,10.6,15,159
10375,Hungry Coyote Import Store,1/6/2018,2018,1,Tofu,Produce,18.6,15,279
10375,Hungry Coyote Import Store,1/6/2018,2018,1,Tourtière,Meat/Poultry,5.9,10,59
10376,Mère Paillarde,1/9/2018,2018,1,Gorgonzola Telino,Dairy Products,10,42,420
10377,Seven Seas Imports,1/9/2018,2018,1,Rössle Sauerkraut,Produce,36.4,20,728
10377,Seven Seas Imports,1/9/2018,2018,1,Chartreuse verte,Beverages,14.4,20,288
10378,Folk och fä HB,1/10/2018,2018,1,Fløtemysost,Dairy Products,17.2,6,103.2
10379,Que Delícia,1/11/2018,2018,1,Vegie-spread,Condiments,35.1,16,561.6
10379,Que Delícia,1/11/2018,2018,1,Louisiana Fiery Hot Pepper Sauce,Condiments,16.8,20,336
10379,Que Delícia,1/11/2018,2018,1,Jack's New England Clam Chowder,Seafood,7.7,8,61.6
10380,Hungry Owl All-Night Grocers,1/12/2018,2018,1,Perth Pasties,Meat/Poultry,26.2,20,524
10380,Hungry Owl All-Night Grocers,1/12/2018,2018,1,Nord-Ost Matjeshering,Seafood,20.7,18,372.6
10380,Hungry Owl All-Night Grocers,1/12/2018,2018,1,Outback Lager,Beverages,12,30,360
10380,Hungry Owl All-Night Grocers,1/12/2018,2018,1,Camembert Pierrot,Dairy Products,27.2,6,163.2
10381,LILA-Supermercado,1/12/2018,2018,1,Longlife Tofu,Produce,8,14,112
10382,Ernst Handel,1/13/2018,2018,1,Thüringer Rostbratwurst,Meat/Poultry,99,14,1386
10382,Ernst Handel,1/13/2018,2018,1,Chef Anton's Gumbo Mix,Condiments,17,32,544
10382,Ernst Handel,1/13/2018,2018,1,Carnarvon Tigers,Seafood,50,9,450
10382,Ernst Handel,1/13/2018,2018,1,Longlife Tofu,Produce,8,50,400
10382,Ernst Handel,1/13/2018,2018,1,Geitost,Dairy Products,2,60,120
10383,Around the Horn,1/16/2018,2018,1,Gnocchi di nonna Alice,Grains/Cereals,30.4,20,608
10383,Around the Horn,1/16/2018,2018,1,Valkoinen suklaa,Confections,13,15,195
10383,Around the Horn,1/16/2018,2018,1,Konbu,Seafood,4.8,20,96
10384,Berglunds snabbköp,1/16/2018,2018,1,Sir Rodney's Marmalade,Confections,64.8,28,1814.4
10384,Berglunds snabbköp,1/16/2018,2018,1,Camembert Pierrot,Dairy Products,27.2,15,408
10385,Split Rail Beer & Ale,1/17/2018,2018,1,Camembert Pierrot,Dairy Products,27.2,20,544
10385,Split Rail Beer & Ale,1/17/2018,2018,1,Uncle Bob's Organic Dried Pears,Produce,24,10,240
10385,Split Rail Beer & Ale,1/17/2018,2018,1,Scottish Longbreads,Confections,10,8,80
10386,Familia Arquibaldo,1/18/2018,2018,1,Sasquatch Ale,Beverages,11.2,10,112
10386,Familia Arquibaldo,1/18/2018,2018,1,Guaraná Fantástica,Beverages,3.6,15,54
10387,Santé Gourmet,1/18/2018,2018,1,Raclette Courdavault,Dairy Products,44,12,528
10387,Santé Gourmet,1/18/2018,2018,1,Fløtemysost,Dairy Products,17.2,15,258
10387,Santé Gourmet,1/18/2018,2018,1,Rössle Sauerkraut,Produce,36.4,6,218.4
10387,Santé Gourmet,1/18/2018,2018,1,Guaraná Fantástica,Beverages,3.6,15,54
10388,Seven Seas Imports,1/19/2018,2018,1,Perth Pasties,Meat/Poultry,26.2,40,1048
10388,Seven Seas Imports,1/19/2018,2018,1,Røgede sild,Seafood,7.6,15,114
10388,Seven Seas Imports,1/19/2018,2018,1,Filo Mix,Grains/Cereals,5.6,20,112
10389,Bottom-Dollar Markets,1/20/2018,2018,1,Tarte au sucre,Confections,39.4,20,788
10389,Bottom-Dollar Markets,1/20/2018,2018,1,Ikura,Seafood,24.8,16,396.8
10389,Bottom-Dollar Markets,1/20/2018,2018,1,Outback Lager,Beverages,12,30,360
10389,Bottom-Dollar Markets,1/20/2018,2018,1,Pâté chinois,Meat/Poultry,19.2,15,288
10390,Ernst Handel,1/23/2018,2018,1,Mozzarella di Giovanni,Dairy Products,27.8,24,667.2
10390,Ernst Handel,1/23/2018,2018,1,Gorgonzola Telino,Dairy Products,10,60,600
10390,Ernst Handel,1/23/2018,2018,1,Steeleye Stout,Beverages,14.4,40,576
10390,Ernst Handel,1/23/2018,2018,1,Spegesild,Seafood,9.6,45,432
10391,Drachenblut Delikatessen,1/23/2018,2018,1,Konbu,Seafood,4.8,18,86.4
10392,Piccolo und mehr,1/24/2018,2018,1,Gudbrandsdalsost,Dairy Products,28.8,50,1440
10393,Save-a-lot Markets,1/25/2018,2018,1,Gumbär Gummibärchen,Confections,24.9,70,1743
10393,Save-a-lot Markets,1/25/2018,2018,1,Tofu,Produce,18.6,42,781.2
10393,Save-a-lot Markets,1/25/2018,2018,1,Chang,Beverages,15.2,25,380
10393,Save-a-lot Markets,1/25/2018,2018,1,Gorgonzola Telino,Dairy Products,10,32,320
10393,Save-a-lot Markets,1/25/2018,2018,1,NuNuCa Nuß-Nougat-Creme,Confections,11.2,7,78.4
10394,Hungry Coyote Import Store,1/25/2018,2018,1,Tarte au sucre,Confections,39.4,10,394
10394,Hungry Coyote Import Store,1/25/2018,2018,1,Konbu,Seafood,4.8,10,48
10395,HILARIÓN-Abastos,1/26/2018,2018,1,Perth Pasties,Meat/Poultry,26.2,70,1834
10395,HILARIÓN-Abastos,1/26/2018,2018,1,Spegesild,Seafood,9.6,28,268.8
10395,HILARIÓN-Abastos,1/26/2018,2018,1,Gudbrandsdalsost,Dairy Products,28.8,8,230.4
10396,Frankenversand,1/27/2018,2018,1,Fløtemysost,Dairy Products,17.2,60,1032
10396,Frankenversand,1/27/2018,2018,1,Mozzarella di Giovanni,Dairy Products,27.8,21,583.8
10396,Frankenversand,1/27/2018,2018,1,Tunnbröd,Grains/Cereals,7.2,40,288
10397,Princesa Isabel Vinhos,1/27/2018,2018,1,Manjimup Dried Apples,Produce,42.4,18,763.2
10397,Princesa Isabel Vinhos,1/27/2018,2018,1,Sir Rodney's Scones,Confections,8,10,80
10398,Save-a-lot Markets,1/30/2018,2018,1,Pâté chinois,Meat/Poultry,19.2,120,2304
10398,Save-a-lot Markets,1/30/2018,2018,1,Steeleye Stout,Beverages,14.4,30,432
10399,Vaffeljernet,1/31/2018,2018,1,Scottish Longbreads,Confections,10,60,600
10399,Vaffeljernet,1/31/2018,2018,1,Fløtemysost,Dairy Products,17.2,30,516
10399,Vaffeljernet,1/31/2018,2018,1,Lakkalikööri,Beverages,14.4,35,504
10399,Vaffeljernet,1/31/2018,2018,1,Original Frankfurter grüne Soße,Condiments,10.4,14,145.6
10400,Eastern Connection,2/1/2018,2018,1,Thüringer Rostbratwurst,Meat/Poultry,99,21,2079
10400,Eastern Connection,2/1/2018,2018,1,Steeleye Stout,Beverages,14.4,35,504
10400,Eastern Connection,2/1/2018,2018,1,Maxilaku,Confections,16,30,480
10401,Rattlesnake Canyon Grocery,2/1/2018,2018,1,Gnocchi di nonna Alice,Grains/Cereals,30.4,70,2128
10401,Rattlesnake Canyon Grocery,2/1/2018,2018,1,Fløtemysost,Dairy Products,17.2,60,1032
10401,Rattlesnake Canyon Grocery,2/1/2018,2018,1,Nord-Ost Matjeshering,Seafood,20.7,18,372.6
10401,Rattlesnake Canyon Grocery,2/1/2018,2018,1,Louisiana Fiery Hot Pepper Sauce,Condiments,16.8,20,336
10402,Ernst Handel,2/2/2018,2018,1,Vegie-spread,Condiments,35.1,65,2281.5
10402,Ernst Handel,2/2/2018,2018,1,Tunnbröd,Grains/Cereals,7.2,60,432
10403,Ernst Handel,2/3/2018,2018,1,Chocolade,Confections,10.2,70,714
10403,Ernst Handel,2/3/2018,2018,1,Pavlova,Confections,13.9,21,291.9
10404,Magazzini Alimentari Riuniti,2/3/2018,2018,1,Gumbär Gummibärchen,Confections,24.9,30,747
10404,Magazzini Alimentari Riuniti,2/3/2018,2018,1,Maxilaku,Confections,16,30,480
10404,Magazzini Alimentari Riuniti,2/3/2018,2018,1,Singaporean Hokkien Fried Mee,Grains/Cereals,11.2,40,448
10405,LINO-Delicateses,2/6/2018,2018,1,Aniseed Syrup,Condiments,8,50,400
10406,Queen Cozinha,2/7/2018,2018,1,Rössle Sauerkraut,Produce,36.4,42,1528.8
10406,Queen Cozinha,2/7/2018,2018,1,Sir Rodney's Scones,Confections,8,30,240
10406,Queen Cozinha,2/7/2018,2018,1,Chai,Beverages,14.4,10,144
10406,Queen Cozinha,2/7/2018,2018,1,Inlagd Sill,Seafood,15.2,5,76
10406,Queen Cozinha,2/7/2018,2018,1,Boston Crab Meat,Seafood,14.7,2,29.4
10407,Ottilies Käseladen,2/7/2018,2018,1,Queso Cabrales,Dairy Products,16.8,30,504
10407,Ottilies Käseladen,2/7/2018,2018,1,Gudbrandsdalsost,Dairy Products,28.8,15,432
10407,Ottilies Käseladen,2/7/2018,2018,1,Fløtemysost,Dairy Products,17.2,15,258
10408,Folies gourmandes,2/8/2018,2018,1,Tarte au sucre,Confections,39.4,35,1379
10408,Folies gourmandes,2/8/2018,2018,1,Gravad lax,Seafood,20.8,10,208
10408,Folies gourmandes,2/8/2018,2018,1,Tourtière,Meat/Poultry,5.9,6,35.4
10409,Océano Atlántico Ltda.,2/9/2018,2018,1,Tofu,Produce,18.6,12,223.2
10409,Océano Atlántico Ltda.,2/9/2018,2018,1,Sir Rodney's Scones,Confections,8,12,96
10410,Bottom-Dollar Markets,2/10/2018,2018,1,Raclette Courdavault,Dairy Products,44,16,704
10410,Bottom-Dollar Markets,2/10/2018,2018,1,Geitost,Dairy Products,2,49,98
10411,Bottom-Dollar Markets,2/10/2018,2018,1,Gula Malacca,Condiments,15.5,40,620
10411,Bottom-Dollar Markets,2/10/2018,2018,1,Raclette Courdavault,Dairy Products,44,9,396
10411,Bottom-Dollar Markets,2/10/2018,2018,1,Jack's New England Clam Chowder,Seafood,7.7,25,192.5
10412,Wartian Herkku,2/13/2018,2018,1,Tofu,Produce,18.6,20,372
10413,La maison d'Asie,2/14/2018,2018,1,Tarte au sucre,Confections,39.4,40,1576
10413,La maison d'Asie,2/14/2018,2018,1,Chai,Beverages,14.4,24,345.6
10413,La maison d'Asie,2/14/2018,2018,1,Lakkalikööri,Beverages,14.4,14,201.6
10414,Familia Arquibaldo,2/14/2018,2018,1,Teatime Chocolate Biscuits,Confections,7.3,18,131.4
10414,Familia Arquibaldo,2/14/2018,2018,1,Geitost,Dairy Products,2,50,100
10415,Hungry Coyote Import Store,2/15/2018,2018,1,Alice Mutton,Meat/Poultry,31.2,2,62.4
10415,Hungry Coyote Import Store,2/15/2018,2018,1,Geitost,Dairy Products,2,20,40
10416,Wartian Herkku,2/16/2018,2018,1,Ravioli Angelo,Grains/Cereals,15.6,20,312
10416,Wartian Herkku,2/16/2018,2018,1,Perth Pasties,Meat/Poultry,26.2,10,262
10416,Wartian Herkku,2/16/2018,2018,1,Teatime Chocolate Biscuits,Confections,7.3,20,146
10417,Simons bistro,2/16/2018,2018,1,Côte de Blaye,Beverages,210.8,50,10540
10417,Simons bistro,2/16/2018,2018,1,Original Frankfurter grüne Soße,Condiments,10.4,35,364
10417,Simons bistro,2/16/2018,2018,1,Scottish Longbreads,Confections,10,36,360
10417,Simons bistro,2/16/2018,2018,1,Spegesild,Seafood,9.6,2,19.2
10418,QUICK-Stop,2/17/2018,2018,1,Chang,Beverages,15.2,60,912
10418,QUICK-Stop,2/17/2018,2018,1,Zaanse koeken,Confections,7.6,55,418
10418,QUICK-Stop,2/17/2018,2018,1,Sirop d'érable,Condiments,22.8,16,364.8
10418,QUICK-Stop,2/17/2018,2018,1,Longlife Tofu,Produce,8,15,120
10419,Richter Supermarkt,2/20/2018,2018,1,Camembert Pierrot,Dairy Products,27.2,60,1632
10419,Richter Supermarkt,2/20/2018,2018,1,Gudbrandsdalsost,Dairy Products,28.8,20,576
10420,Wellington Importadora,2/21/2018,2018,1,Mishi Kobe Niku,Meat/Poultry,77.6,20,1552
10420,Wellington Importadora,2/21/2018,2018,1,Röd Kaviar,Seafood,12,20,240
10420,Wellington Importadora,2/21/2018,2018,1,Outback Lager,Beverages,12,8,96
10420,Wellington Importadora,2/21/2018,2018,1,Konbu,Seafood,4.8,2,9.6
10421,Que Delícia,2/21/2018,2018,1,Gumbär Gummibärchen,Confections,24.9,30,747
10421,Que Delícia,2/21/2018,2018,1,Perth Pasties,Meat/Poultry,26.2,15,393
10421,Que Delícia,2/21/2018,2018,1,Original Frankfurter grüne Soße,Condiments,10.4,10,104
10421,Que Delícia,2/21/2018,2018,1,Teatime Chocolate Biscuits,Confections,7.3,4,29.2
10422,Franchi S.p.A.,2/22/2018,2018,1,Gumbär Gummibärchen,Confections,24.9,2,49.8
10423,Gourmet Lanchonetes,2/23/2018,2018,1,Raclette Courdavault,Dairy Products,44,20,880
10423,Gourmet Lanchonetes,2/23/2018,2018,1,Gorgonzola Telino,Dairy Products,10,14,140
10424,Mère Paillarde,2/23/2018,2018,1,Côte de Blaye,Beverages,210.8,49,10329.2
10424,Mère Paillarde,2/23/2018,2018,1,Steeleye Stout,Beverages,14.4,60,864
10424,Mère Paillarde,2/23/2018,2018,1,Scottish Longbreads,Confections,10,30,300
10425,La maison d'Asie,2/24/2018,2018,1,Lakkalikööri,Beverages,14.4,20,288
10425,La maison d'Asie,2/24/2018,2018,1,Pâté chinois,Meat/Poultry,19.2,10,192
10426,Galería del gastrónomo,2/27/2018,2018,1,Wimmers gute Semmelknödel,Grains/Cereals,26.6,7,186.2
10426,Galería del gastrónomo,2/27/2018,2018,1,Gnocchi di nonna Alice,Grains/Cereals,30.4,5,152
10427,Piccolo und mehr,2/27/2018,2018,1,Tofu,Produce,18.6,35,651
10428,Reggiani Caseifici,2/28/2018,2018,1,Spegesild,Seafood,9.6,20,192
10429,Hungry Owl All-Night Grocers,3/1/2018,2018,1,Vegie-spread,Condiments,35.1,35,1228.5
10429,Hungry Owl All-Night Grocers,3/1/2018,2018,1,Valkoinen suklaa,Confections,13,40,520
10430,Ernst Handel,3/2/2018,2018,1,Raclette Courdavault,Dairy Products,44,70,3080
10430,Ernst Handel,3/2/2018,2018,1,Alice Mutton,Meat/Poultry,31.2,45,1404
10430,Ernst Handel,3/2/2018,2018,1,Gnocchi di nonna Alice,Grains/Cereals,30.4,30,912
10430,Ernst Handel,3/2/2018,2018,1,Sir Rodney's Scones,Confections,8,50,400
10431,Bottom-Dollar Markets,3/2/2018,2018,1,Alice Mutton,Meat/Poultry,31.2,50,1560
10431,Bottom-Dollar Markets,3/2/2018,2018,1,Boston Crab Meat,Seafood,14.7,50,735
10431,Bottom-Dollar Markets,3/2/2018,2018,1,Zaanse koeken,Confections,7.6,30,228
10432,Split Rail Beer & Ale,3/3/2018,2018,1,Gumbär Gummibärchen,Confections,24.9,10,249
10432,Split Rail Beer & Ale,3/3/2018,2018,1,Tourtière,Meat/Poultry,5.9,40,236
10433,Princesa Isabel Vinhos,3/6/2018,2018,1,Gnocchi di nonna Alice,Grains/Cereals,30.4,28,851.2
10434,Folk och fä HB,3/6/2018,2018,1,Lakkalikööri,Beverages,14.4,18,259.2
10434,Folk och fä HB,3/6/2018,2018,1,Queso Cabrales,Dairy Products,16.8,6,100.8
10435,Consolidated Holdings,3/7/2018,2018,1,Mozzarella di Giovanni,Dairy Products,27.8,10,278
10435,Consolidated Holdings,3/7/2018,2018,1,Gustaf's Knäckebröd,Grains/Cereals,16.8,12,201.6
10435,Consolidated Holdings,3/7/2018,2018,1,Chang,Beverages,15.2,10,152
10436,Blondel père et fils,3/8/2018,2018,1,Gnocchi di nonna Alice,Grains/Cereals,30.4,40,1216
10436,Blondel père et fils,3/8/2018,2018,1,Wimmers gute Semmelknödel,Grains/Cereals,26.6,30,798
10436,Blondel père et fils,3/8/2018,2018,1,Rhönbräu Klosterbier,Beverages,6.2,24,148.8
10436,Blondel père et fils,3/8/2018,2018,1,Spegesild,Seafood,9.6,5,48
10437,Wartian Herkku,3/8/2018,2018,1,Perth Pasties,Meat/Poultry,26.2,15,393
10438,Toms Spezialitäten,3/9/2018,2018,1,Ravioli Angelo,Grains/Cereals,15.6,15,234
10438,Toms Spezialitäten,3/9/2018,2018,1,Sasquatch Ale,Beverages,11.2,20,224
10438,Toms Spezialitäten,3/9/2018,2018,1,Teatime Chocolate Biscuits,Confections,7.3,15,109.5
10439,Mère Paillarde,3/10/2018,2018,1,Queso Manchego La Pastora,Dairy Products,30.4,15,456
10439,Mère Paillarde,3/10/2018,2018,1,Longlife Tofu,Produce,8,30,240
10439,Mère Paillarde,3/10/2018,2018,1,Pavlova,Confections,13.9,16,222.4
10439,Mère Paillarde,3/10/2018,2018,1,Wimmers gute Semmelknödel,Grains/Cereals,26.6,6,159.6
10440,Save-a-lot Markets,3/13/2018,2018,1,Thüringer Rostbratwurst,Meat/Poultry,99,24,2376
10440,Save-a-lot Markets,3/13/2018,2018,1,Sirop d'érable,Condiments,22.8,90,2052
10440,Save-a-lot Markets,3/13/2018,2018,1,Chang,Beverages,15.2,45,684
10440,Save-a-lot Markets,3/13/2018,2018,1,Pavlova,Confections,13.9,49,681.1
10441,Old World Delicatessen,3/13/2018,2018,1,Schoggi Schokolade,Confections,35.1,50,1755
10442,Ernst Handel,3/14/2018,2018,1,Louisiana Hot Spiced Okra,Condiments,13.6,60,816
10442,Ernst Handel,3/14/2018,2018,1,Queso Cabrales,Dairy Products,16.8,30,504
10442,Ernst Handel,3/14/2018,2018,1,Tourtière,Meat/Poultry,5.9,80,472
10443,Reggiani Caseifici,3/15/2018,2018,1,Rössle Sauerkraut,Produce,36.4,12,436.8
10443,Reggiani Caseifici,3/15/2018,2018,1,Queso Cabrales,Dairy Products,16.8,6,100.8
10444,Berglunds snabbköp,3/15/2018,2018,1,Gumbär Gummibärchen,Confections,24.9,15,373.5
10444,Berglunds snabbköp,3/15/2018,2018,1,Alice Mutton,Meat/Poultry,31.2,10,312
10444,Berglunds snabbköp,3/15/2018,2018,1,Jack's New England Clam Chowder,Seafood,7.7,30,231
10444,Berglunds snabbköp,3/15/2018,2018,1,Steeleye Stout,Beverages,14.4,8,115.2
10445,Berglunds snabbköp,3/16/2018,2018,1,Tourtière,Meat/Poultry,5.9,15,88.5
10445,Berglunds snabbköp,3/16/2018,2018,1,Chartreuse verte,Beverages,14.4,6,86.4
10446,Toms Spezialitäten,3/17/2018,2018,1,Teatime Chocolate Biscuits,Confections,7.3,12,87.6
10446,Toms Spezialitäten,3/17/2018,2018,1,Filo Mix,Grains/Cereals,5.6,15,84
10446,Toms Spezialitäten,3/17/2018,2018,1,Guaraná Fantástica,Beverages,3.6,20,72
10446,Toms Spezialitäten,3/17/2018,2018,1,Gorgonzola Telino,Dairy Products,10,3,30
10447,Ricardo Adocicados,3/17/2018,2018,1,Louisiana Fiery Hot Pepper Sauce,Condiments,16.8,35,588
10447,Ricardo Adocicados,3/17/2018,2018,1,Teatime Chocolate Biscuits,Confections,7.3,40,292
10447,Ricardo Adocicados,3/17/2018,2018,1,Fløtemysost,Dairy Products,17.2,2,34.4
10448,Rancho grande,3/20/2018,2018,1,Boston Crab Meat,Seafood,14.7,20,294
10448,Rancho grande,3/20/2018,2018,1,Gumbär Gummibärchen,Confections,24.9,6,149.4
10449,Blondel père et fils,3/21/2018,2018,1,Tarte au sucre,Confections,39.4,35,1379
10449,Blondel père et fils,3/21/2018,2018,1,Ikura,Seafood,24.8,14,347.2
10449,Blondel père et fils,3/21/2018,2018,1,Filo Mix,Grains/Cereals,5.6,20,112
10450,Victuailles en stock,3/22/2018,2018,1,Ikura,Seafood,24.8,20,496
10450,Victuailles en stock,3/22/2018,2018,1,Tourtière,Meat/Poultry,5.9,6,35.4
10451,QUICK-Stop,3/22/2018,2018,1,Pâté chinois,Meat/Poultry,19.2,120,2304
10451,QUICK-Stop,3/22/2018,2018,1,Wimmers gute Semmelknödel,Grains/Cereals,26.6,35,931
10451,QUICK-Stop,3/22/2018,2018,1,Original Frankfurter grüne Soße,Condiments,10.4,55,572
10451,QUICK-Stop,3/22/2018,2018,1,Louisiana Fiery Hot Pepper Sauce,Condiments,16.8,28,470.4
10452,Save-a-lot Markets,3/23/2018,2018,1,Gula Malacca,Condiments,15.5,100,1550
10452,Save-a-lot Markets,3/23/2018,2018,1,Rössle Sauerkraut,Produce,36.4,15,546
10453,Around the Horn,3/24/2018,2018,1,Outback Lager,Beverages,12,25,300
10453,Around the Horn,3/24/2018,2018,1,Chocolade,Confections,10.2,15,153
10454,La maison d'Asie,3/24/2018,2018,1,Pavlova,Confections,13.9,20,278
10454,La maison d'Asie,3/24/2018,2018,1,Spegesild,Seafood,9.6,10,96
10454,La maison d'Asie,3/24/2018,2018,1,Geitost,Dairy Products,2,20,40
10455,Wartian Herkku,3/27/2018,2018,1,Perth Pasties,Meat/Poultry,26.2,50,1310
10455,Wartian Herkku,3/27/2018,2018,1,Sirop d'érable,Condiments,22.8,25,570
10455,Wartian Herkku,3/27/2018,2018,1,Fløtemysost,Dairy Products,17.2,30,516
10455,Wartian Herkku,3/27/2018,2018,1,Chartreuse verte,Beverages,14.4,20,288
10456,Königlich Essen,3/28/2018,2018,1,Maxilaku,Confections,16,21,336
10456,Königlich Essen,3/28/2018,2018,1,Sir Rodney's Scones,Confections,8,40,320
10457,Königlich Essen,3/28/2018,2018,1,Raclette Courdavault,Dairy Products,44,36,1584
10458,Suprêmes délices,3/29/2018,2018,1,Rössle Sauerkraut,Produce,36.4,30,1092
